Recipe_ID,Dish Name,Original Ingredient,Category,Quantity,Unit (Original),Standardised Ingredient,Unit (Standardised)
24,Potato Masala (for Dosa),"1 tsp(s), Mustard Seeds",Spices (Whole/Seeds),1,tsp,Mustard Seeds,tsp
24,Potato Masala (for Dosa),"3 tsp, Ginger root - Raw",Fresh Aromatics,3,tsp,Fresh Ginger,tsp
24,Potato Masala (for Dosa),"5 g, Teamrh-corrected",Liquids,5,g,Teamrh-Corrected,g
24,Potato Masala (for Dosa),"2.50 grams, Turmeric Powder",Spices (Powder),2.5,grams,Turmeric Powder,g
24,Potato Masala (for Dosa),"2 tsp(s), 100% Rapeseed Oil",Oils/Fats,2,tsp,Rapeseed Oil,tsp
24,Potato Masala (for Dosa),"200 g, Red onion",Vegetables,200,g,Red Onion,g
24,Potato Masala (for Dosa),"0.40 kg, Potato",Vegetables,0.4,kg,Potato,kg
24,Potato Masala (for Dosa),"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
25,Cocktail: The Dirty Martini,"15 ml, French Vermouth",Alcohol/Cocktail,15,ml,Dry Vermouth,ml
25,Cocktail: The Dirty Martini,"2 oz, London Dry Gin - Carb",Alcohol/Cocktail,59.14,oz,London Dry Gin,ml
25,Cocktail: The Dirty Martini,"2 olives (20g), Queen Olives (Green)",Vegetables,2,olives (g),Queen Olives (Green),olives (g)
25,Cocktail: The Dirty Martini,"0.50 oz, Olive Brine",Vegetables,14.79, oz,Olive Brine,ml
26,Bombay Pav Bhaji,"50 g, Garden Peas (Frozen Weight)",Vegetables,50,g,Garden Peas,g
26,Bombay Pav Bhaji,"15 g, Pav Bhaji Masala",Spices (Powder),15,g,Pav Bhaji Masala,g
26,Bombay Pav Bhaji,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
26,Bombay Pav Bhaji,"2 tsp(s), 100% Rapeseed Oil",Oils/Fats,2,tsp,Rapeseed Oil,tsp
26,Bombay Pav Bhaji,"400 g, Tinned Chopped Tomatoes",Vegetables,400,g,Tinned Chopped Tomatoes,g
26,Bombay Pav Bhaji,"165 g, Green, Raw",Vegetables,165,g,Green,g
26,Bombay Pav Bhaji,"2 tsp, Ginger root - Raw",Fresh Aromatics,2,tsp,Fresh Ginger,tsp
26,Bombay Pav Bhaji,"10 g, Butter",Oils/Fats,10,g,Butter,g
26,Bombay Pav Bhaji,"0.50 tsp(s), Spices, turmeric, ground",Spices (Powder),0.5,tsp,Ground Turmeric,tsp
26,Bombay Pav Bhaji,"0.48 kg, Cauliflower",Vegetables,0.48,kg,Cauliflower,kg
26,Bombay Pav Bhaji,"4 clove, Garlic",Fresh Aromatics,4,clove,Garlic,clove
26,Bombay Pav Bhaji,"0.25 kg, Potato",Vegetables,0.25,kg,Potato,kg
26,Bombay Pav Bhaji,"1 tsp, Spices, chili powder",Spices (Powder),1,tsp,Chili Powder,tsp
27,Corn Tacos,"133 g, Fine Corn Meal (Uncooked)*",Grains/Flour,133,g,Fine Corn Meal (Uncooked)*,g
27,Corn Tacos,"0.12 tsp, Salt",Salt/Seasonings,0.12,tsp,Salt,tsp
27,Corn Tacos,"1 tsp(s), Vegetable Oil (100% Rapeseed Oil) With Omega 3",Oils/Fats,1,tsp,Rapeseed Oil,tsp
28,Vangi Bath,"2 grams, Turmeric Powder",Spices (Powder),2,grams,Turmeric Powder,g
28,Vangi Bath,"0.50 tsp(s), Mustard Seeds",Spices (Whole/Seeds),0.5,tsp,Mustard Seeds,tsp
28,Vangi Bath,"250 g, Baby Aubergines",Vegetables,250,g,Baby Aubergines,g
28,Vangi Bath,"1 sprig, curry leaves",Fresh Aromatics,1,sprig,Curry Leaves,sprig
28,Vangi Bath,"29.00 gram, Shredded&nbsp;Coconut",Nuts/Coconut,29, gram,Shredded Coconut,g
28,Vangi Bath,"0.50 tsp, unpacked, Brown sugar",Salt/Seasonings,0.5,tsp,"Unpacked, Brown Sugar",tsp
28,Vangi Bath,"1 tsp(s), Urad Dal Black Split Uncooked",Legumes/Dals,1,tsp,Urad Dal Black Split Uncooked,tsp
28,Vangi Bath,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
28,Vangi Bath,"2 tsp(s), 100% Rapeseed Oil",Oils/Fats,2,tsp,Rapeseed Oil,tsp
28,Vangi Bath,"3 tsp, Wet Seedless Tamarind",Spices (Whole/Seeds),3,tsp,Wet Seedless Tamarind,tsp
28,Vangi Bath,"5 grams, Dried Red Chilli",Vegetables,5,grams,Dried Red Chilli,g
28,Vangi Bath,"15 gm, Vangi Bhath Powder",Spices (Powder),15,gm,Vangi Bhath Powder,g
28,Vangi Bath,"260 g, Basmati Rice Uncooked",Grains/Flour,260,g,Basmati Rice Uncooked,g
28,Vangi Bath,"0.12 tsp, Asafoetida Powder - (Hing Spice)",Spices (Powder),0.12,tsp,Asafoetida Powder (Hing),tsp
28,Vangi Bath,"20 g, Red Skin Peanuts (Natural)",Nuts/Coconut,20,g,Red Skin Peanuts (Natural),g
29,Chipppppies,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
29,Chipppppies,"0.50 kg, Potato",Vegetables,0.5,kg,Potato,kg
29,Chipppppies,"0.50 tsp, Schwartz Cajun Seasoning",Spices (Powder),0.5,tsp,Schwartz Cajun Seasoning,tsp
29,Chipppppies,"1 tsp(s), 100% Rapeseed Oil",Oils/Fats,1,tsp,Rapeseed Oil,tsp
30,Bhindi,"1.50 tsp(s), Coriander, Ground",Spices (Powder),1.5,tsp,"Coriander, Ground",tsp
30,Bhindi,"0.30 tsp(s), Spices, turmeric, ground",Spices (Powder),0.3,tsp,Ground Turmeric,tsp
30,Bhindi,"0.25 tsp, Spices, chili powder",Spices (Powder),0.25,tsp,Chili Powder,tsp
30,Bhindi,"790 g, Okra",Vegetables,790,g,Okra,g
30,Bhindi,"0.75 tsp, Salt",Salt/Seasonings,0.75,tsp,Salt,tsp
30,Bhindi,"2.50 tsp, Oil, mustard",Oils/Fats,2.5,tsp,"Oil, Mustard",tsp
30,Bhindi,"240 g, White Onion",Vegetables,240,g,White Onion,g
31,Kathal biryani,"1 tsp (2.1g), Caraway Seeds",Spices (Whole/Seeds),1,tsp (g),Caraway Seeds,tsp (g)
31,Kathal biryani,"5 grams, Turmeric Powder",Spices (Powder),5,grams,Turmeric Powder,g
31,Kathal biryani,"200 g, Basmati Rice Uncooked",Grains/Flour,200,g,Basmati Rice Uncooked,g
31,Kathal biryani,"100 g, Tomatoes",Vegetables,100,g,Tomatoes,g
31,Kathal biryani,"1 tbsp(s), Ginger root - Raw",Fresh Aromatics,1,tbsp,Fresh Ginger,tbsp
31,Kathal biryani,"8 clove, Garlic",Fresh Aromatics,8,clove,Garlic,clove
31,Kathal biryani,"200 grams, Onion",Vegetables,200,grams,Onion,g
31,Kathal biryani,"420 g (drained) 1/2 can, Jackfruit In Water",Liquids,420,g (drained) / can,Jackfruit In Water,g (drained) / can
31,Kathal biryani,"2 milliliter, Whole Cloves",Spices (Whole/Seeds),2,milliliter,Whole Cloves,ml
31,Kathal biryani,"3 tbsp(s), Coriander (cilantro) leaves, raw",Fresh Aromatics,3,tbsp,Coriander (Cilantro) Leaves,tbsp
31,Kathal biryani,"1 leaf, Bay Leaf",Spices (Whole/Seeds),1,leaf,Bay Leaf,leaf
31,Kathal biryani,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
31,Kathal biryani,"5 gram, Red chilli powder",Spices (Powder),5,gram,Red Chilli Powder,g
31,Kathal biryani,"15 leaves, Mint Leaves",Fresh Aromatics,15,leaves,Mint Leaves,leaves
31,Kathal biryani,"12 g, Wholefood Cashew Nuts",Nuts/Coconut,12,g,Wholefood Cashew Nuts,g
31,Kathal biryani,"4 g, Cardamom (Generic)",Spices (Whole/Seeds),4,g,Cardamom (Generic),g
31,Kathal biryani,"1 g, Medium Green Chillies",Vegetables,1,g,Medium Green Chillies,g
31,Kathal biryani,"1 tbsp(s), 100% Rapeseed Oil",Oils/Fats,1,tbsp,Rapeseed Oil,tbsp
31,Kathal biryani,"1 tbsp (15ml), Vegetable Oil (100% Rapeseed Oil) With Omega 3",Oils/Fats,1,tbsp (ml),Rapeseed Oil,tbsp (ml)
31,Kathal biryani,"150 g, Natural Set Yogurt",Dairy,150,g,Natural Set Yogurt,g
31,Kathal biryani,"1.50 TBSP, Buriyani Mix",Other,1.5,TBSP,Buriyani Mix,tbsp
31,Kathal biryani,"8 cm, Cinnamon Stick (Tree Bark)",Spices (Whole/Seeds),8,cm,Cinnamon Stick (Tree Bark),cm
32,Cocktail: Pimms & Ginger,"0.25 larger, Large Cucumber",Other,0.25,larger,Large Cucumber,larger
32,Cocktail: Pimms & Ginger,"2 oz (with water), Diet Tonic",Liquids,59.14,oz (with water),Diet Tonic,ml
32,Cocktail: Pimms & Ginger,"281.25 ml, Ginger Beer Uk",Fresh Aromatics,281.25,ml,Ginger Beer Uk,ml
32,Cocktail: Pimms & Ginger,"8 measure (25ml), No 1",Other,8,measure (ml),No 1,measure (ml)
32,Cocktail: Pimms & Ginger,"89 g, Pear",Other,89,g,Pear,g
32,Cocktail: Pimms & Ginger,"10 leaves, Mint Leaves",Fresh Aromatics,10,leaves,Mint Leaves,leaves
33,Lauki Chana Dal,"65 g, Chana Dal Dry",Legumes/Dals,65,g,Chana Dal Dry,g
33,Lauki Chana Dal,"200 g, Tomatoes",Vegetables,200,g,Tomatoes,g
33,Lauki Chana Dal,"2.50 g, Cumin Seeds",Spices (Whole/Seeds),2.5,g,Cumin Seeds,g
33,Lauki Chana Dal,"120 grams, Onion",Vegetables,120,grams,Onion,g
33,Lauki Chana Dal,"0.12 teaspoon, Asafoetida",Spices (Powder),0.12,teaspoon,Asafoetida,tsp
33,Lauki Chana Dal,"2.50 grams, Turmeric Powder",Spices (Powder),2.5,grams,Turmeric Powder,g
33,Lauki Chana Dal,"1 pinch, Red Chili Powder",Spices (Powder),1,pinch,Red Chili Powder,pinch
33,Lauki Chana Dal,"1 cup (8 fl oz), Water",Liquids,1,cup ( fl oz),Water,cup
33,Lauki Chana Dal,"0.25 cup, Coriander (cilantro) leaves, raw",Fresh Aromatics,0.25,cup,Coriander (Cilantro) Leaves,cup
33,Lauki Chana Dal,"1 inch (11g), Ginger - Fresh, Raw (1 Inch/11g)",Fresh Aromatics,1,inch (g),Fresh Ginger,inch (g)
33,Lauki Chana Dal,"2 g, Garam Masala",Spices (Powder),2,g,Garam Masala,g
33,Lauki Chana Dal,"650 gm (raw), Calabash/bottle Gourd/lauki/doodhi Raw",Vegetables,650,gm (raw),Calabash/Bottle Gourd/Lauki/Doodhi,g (raw)
33,Lauki Chana Dal,"30 minute, Minutes",Other,30,minute,Minutes,minute
33,Lauki Chana Dal,"1.25 tsp, Salt",Salt/Seasonings,1.25,tsp,Salt,tsp
33,Lauki Chana Dal,"2 tsp(s), 100% Rapeseed Oil",Oils/Fats,2,tsp,Rapeseed Oil,tsp
33,Lauki Chana Dal,"5 g, Finger Chillies",Vegetables,5,g,Finger Chillies,g
34,Cocktail: Cucumber Martini,"0.25 cucmber, Cucumber",Other,0.25,cucmber,Cucumber,cucmber
34,Cocktail: Cucumber Martini,"0.25 tsp, orange bitters",Alcohol/Cocktail,0.25,tsp,Orange Bitters,tsp
34,Cocktail: Cucumber Martini,"0.35 fl oz, Pure Sugar Cane Syrup",Salt/Seasonings,10.35, fl oz,Pure Sugar Cane Syrup,ml
34,Cocktail: Cucumber Martini,"2 oz, Vodka",Alcohol/Cocktail,59.14,oz,Vodka,ml
35,Cocktail: Daiquiri No.1 Natural (Embury's 8-2-1),"60 ml, White Rum ( Uk )",Alcohol/Cocktail,60,ml,White Rum,ml
35,Cocktail: Daiquiri No.1 Natural (Embury's 8-2-1),"15 ml(s), Lime Juice",Citrus/Acid,15,ml,Lime Juice,ml
35,Cocktail: Daiquiri No.1 Natural (Embury's 8-2-1),"0.25 tsp, Aromatic Bitters",Alcohol/Cocktail,0.25,tsp,Aromatic Bitters,tsp
35,Cocktail: Daiquiri No.1 Natural (Embury's 8-2-1),"10 milliliter, Sugar Syrup 2 to 1 Ratio Sugar to Water",Salt/Seasonings,10,milliliter,Sugar Syrup 2 To 1 Ratio Sugar To Water,ml
36,Tempeh Green Beans Curry,"75 g, Garden Peas (Frozen Weight)",Vegetables,75,g,Garden Peas,g
36,Tempeh Green Beans Curry,"200 gram, Original Tempeh",Other,200,gram,Original Tempeh,g
36,Tempeh Green Beans Curry,"10 ml, Soy Sauce With Less Salt",Salt/Seasonings,10,ml,Soy Sauce With Less Salt,ml
36,Tempeh Green Beans Curry,"2 tsp, Coconut oil",Oils/Fats,2,tsp,Coconut Oil,tsp
36,Tempeh Green Beans Curry,"1 tsp, Ginger root - Raw",Fresh Aromatics,1,tsp,Fresh Ginger,tsp
36,Tempeh Green Beans Curry,"2 tbsp, Cilantro",Fresh Aromatics,2,tbsp,Cilantro,tbsp
36,Tempeh Green Beans Curry,"1 tsp(s), Spices, turmeric, ground",Spices (Powder),1,tsp,Ground Turmeric,tsp
36,Tempeh Green Beans Curry,"2.50 gram, Coriander Powder",Spices (Powder),2.5,gram,Coriander Powder,g
36,Tempeh Green Beans Curry,"200 g, Fine Beans",Vegetables,200,g,Fine Beans,g
36,Tempeh Green Beans Curry,"5 g, Finger Chillies",Vegetables,5,g,Finger Chillies,g
36,Tempeh Green Beans Curry,"150 g, Red bell pepper",Vegetables,150,g,Red Bell Pepper,g
36,Tempeh Green Beans Curry,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
36,Tempeh Green Beans Curry,"238 g, Tomatoes",Vegetables,238,g,Tomatoes,g
36,Tempeh Green Beans Curry,"147 grams, Onion",Vegetables,147,grams,Onion,g
36,Tempeh Green Beans Curry,"4 clove, Garlic",Fresh Aromatics,4,clove,Garlic,clove
36,Tempeh Green Beans Curry,"119 g, Carrots",Vegetables,119,g,Carrots,g
36,Tempeh Green Beans Curry,"400 ml, coconut milk creamy SR",Dairy,400,ml,Coconut Milk Creamy Sr,ml
37,Boondi Raita,"0.50 tsp, Cumin",Spices (Powder),0.5,tsp,Cumin,tsp
37,Boondi Raita,"200 g, Set Yoghurt",Dairy,200,g,Set Yoghurt,g
37,Boondi Raita,"0.10 tsp, Salt",Salt/Seasonings,0.1,tsp,Salt,tsp
37,Boondi Raita,"30 g, Raita&nbsp;boondi",Other,30,g,Raita Boondi,g
38,Cabbage Upkari,"1.20 medium (110.7g), Medium Size",Other,1.2,medium (g),Medium Size,medium (g)
38,Cabbage Upkari,"5 g, Curry Leaves Green",Fresh Aromatics,5,g,Curry Leaves Green,g
38,Cabbage Upkari,"0.06 tsp, Asafoetida Powder - (Hing Spice)",Spices (Powder),0.06,tsp,Asafoetida Powder (Hing),tsp
38,Cabbage Upkari,"1 tsp, Black Mustard Seeds",Spices (Whole/Seeds),1,tsp,Black Mustard Seeds,tsp
38,Cabbage Upkari,"3 clove, Garlic",Fresh Aromatics,3,clove,Garlic,clove
38,Cabbage Upkari,"2 pinch, Red Chili Powder",Spices (Powder),2,pinch,Red Chili Powder,pinch
38,Cabbage Upkari,"3 g, Cumin Seeds",Spices (Whole/Seeds),3,g,Cumin Seeds,g
38,Cabbage Upkari,"67 g, Chana Dall",Legumes/Dals,67,g,Chana Dall,g
38,Cabbage Upkari,"1.50 tsp, Oil, mustard",Oils/Fats,1.5,tsp,"Oil, Mustard",tsp
38,Cabbage Upkari,"1.25 grams, Turmeric Powder",Spices (Powder),1.25,grams,Turmeric Powder,g
38,Cabbage Upkari,"800 gram, British White Cabbage",Vegetables,800,gram,British White Cabbage,g
38,Cabbage Upkari,"30 gram, Shredded&nbsp;Coconut",Nuts/Coconut,30,gram,Shredded Coconut,g
38,Cabbage Upkari,"2 tbsp(s), Coriander (cilantro) leaves, raw",Fresh Aromatics,2,tbsp,Coriander (Cilantro) Leaves,tbsp
38,Cabbage Upkari,"1.50 tsp, Salt",Salt/Seasonings,1.5,tsp,Salt,tsp
38,Cabbage Upkari,"5 g, Green Chillies",Vegetables,5,g,Green Chillies,g
39,Khichadi - Moong Chilka,"0.50 tsp(s), Spices, turmeric, ground",Spices (Powder),0.5,tsp,Ground Turmeric,tsp
39,Khichadi - Moong Chilka,"10 g, Ginger",Fresh Aromatics,10,g,Fresh Ginger,g
39,Khichadi - Moong Chilka,"1 tsp(s), Vegetable Oil (100% Rapeseed Oil) With Omega 3",Oils/Fats,1,tsp,Rapeseed Oil,tsp
39,Khichadi - Moong Chilka,"80 g (typical tomato), Tomatoes on the Vine",Vegetables,80,g (typical tomato),Tomatoes On The Vine,g (typical tomato)
39,Khichadi - Moong Chilka,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
39,Khichadi - Moong Chilka,"100 grams, Onion",Vegetables,100,grams,Onion,g
39,Khichadi - Moong Chilka,"300 g, Potato",Vegetables,300,g,Potato,g
39,Khichadi - Moong Chilka,"100 g, Frozen Broad Beans",Vegetables,100,g,Frozen Broad Beans,g
39,Khichadi - Moong Chilka,"0.50 tsp(s), Red Chilli Powder",Spices (Powder),0.5,tsp,Red Chilli Powder,tsp
39,Khichadi - Moong Chilka,"200 g, Basmati Rice Uncooked",Grains/Flour,200,g,Basmati Rice Uncooked,g
39,Khichadi - Moong Chilka,"100 g, Moong Dall Chilka",Legumes/Dals,100,g,Moong Dall Chilka,g
42,Cocktail: London Calling,"50 mL, Gin",Alcohol/Cocktail,50,mL,Gin,ml
42,Cocktail: London Calling,"0.50 lemon yields, Lemon juice, raw",Citrus/Acid,0.5,lemon yields,Lemon Juice,lemon yields
42,Cocktail: London Calling,"1 tsp, Sugar",Salt/Seasonings,1,tsp,Sugar,tsp
42,Cocktail: London Calling,"0.50 tsp, Aromatic Bitters",Alcohol/Cocktail,0.5,tsp,Aromatic Bitters,tsp
42,Cocktail: London Calling,"10 ml, Bristol Cream Sherry (Correct)",Dairy,10,ml,Bristol Cream Sherry (Correct),ml
43,Lotus Custard Crumb,"50 g, Vanilla Custard",Other,50,g,Vanilla Custard,g
43,Lotus Custard Crumb,"7.80 g (1 biscuit), Biscoff Caramelised Biscuit",Other,7.8,g ( biscuit),Biscoff Caramelised Biscuit,g ( biscuit)
44,Cocktail: Prohibition,"0.50 tsp (2.5ml), Aromatic Bitters",Alcohol/Cocktail,0.5,tsp (ml),Aromatic Bitters,tsp (ml)
44,Cocktail: Prohibition,"0.25 oz., Tawny Port",Other,7.39, oz,Tawny Port,ml
44,Cocktail: Prohibition,"0.50 oz, Maple Syrup",Salt/Seasonings,14.79, oz,Maple Syrup,ml
44,Cocktail: Prohibition,"2.50 oz., Kentucky Straight Rye Whiskey",Alcohol/Cocktail,73.93, oz,Kentucky Straight Rye Whiskey,ml
45,Kadai Paneer (Restaurant Style),"7 g, Finger Chillies",Vegetables,7,g,Finger Chillies,g
45,Kadai Paneer (Restaurant Style),"156.25 gram, Onion",Vegetables,156.25,gram,Onion,g
45,Kadai Paneer (Restaurant Style),"1 tbsp(s), Coriander (cilantro) leaves, raw",Fresh Aromatics,1,tbsp,Coriander (Cilantro) Leaves,tbsp
45,Kadai Paneer (Restaurant Style),"1 tsp (4g), Kasuri Methi",Other,1,tsp (g),Kasuri Methi,tsp (g)
45,Kadai Paneer (Restaurant Style),"0.08 g, Garam Masala Powder",Spices (Powder),0.08,g,Garam Masala Powder,g
45,Kadai Paneer (Restaurant Style),"0.50 cup(s), Water",Liquids,0.5,cup,Water,cup
45,Kadai Paneer (Restaurant Style),"0.46 kg, Tomatoes",Vegetables,0.46,kg,Tomatoes,kg
45,Kadai Paneer (Restaurant Style),"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
45,Kadai Paneer (Restaurant Style),"2 tsp(s), 100% Rapeseed Oil",Oils/Fats,2,tsp,Rapeseed Oil,tsp
45,Kadai Paneer (Restaurant Style),"1 tsp, Ginger root - Raw",Fresh Aromatics,1,tsp,Fresh Ginger,tsp
45,Kadai Paneer (Restaurant Style),"1.10 grams, Red Chillies Dried",Vegetables,1.1,grams,Red Chillies Dried,g
45,Kadai Paneer (Restaurant Style),"2 tsp, Ginger &amp; Garlic Paste",Fresh Aromatics,2,tsp,Ginger &Amp; Garlic Paste,tsp
45,Kadai Paneer (Restaurant Style),"160 g, Green bell pepper",Vegetables,160,g,Green Bell Pepper,g
45,Kadai Paneer (Restaurant Style),"225 gram, Paneer",Dairy,225,gram,Paneer,g
45,Kadai Paneer (Restaurant Style),"1.50 Tbsp, Coriander Seeds",Spices (Whole/Seeds),1.5,Tbsp,Coriander Seeds,tbsp
46,Cocktail: Bourbon Old Fashioned,"50 ml, Bourbon 45%Vol",Alcohol/Cocktail,50,ml,Bourbon,ml
46,Cocktail: Bourbon Old Fashioned,"4.50 ml, Gingerbread Syrup",Fresh Aromatics,4.5,ml,Gingerbread Syrup,ml
46,Cocktail: Bourbon Old Fashioned,"0.50 tsp (2.5 ml), Aromatic Bitters",Alcohol/Cocktail,0.5,tsp ( ml),Aromatic Bitters,tsp ( ml)
48,Cocktail: Moscow Mule,"1 tsp, Lime Juice",Citrus/Acid,1,tsp,Lime Juice,tsp
48,Cocktail: Moscow Mule,"0.50 tsp, orange bitters",Alcohol/Cocktail,0.5,tsp,Orange Bitters,tsp
48,Cocktail: Moscow Mule,"150 mL bottle, Ginger Beer",Fresh Aromatics,150,mL bottle,Ginger Beer,ml bottle
48,Cocktail: Moscow Mule,"50 milliliter, Vodka",Alcohol/Cocktail,50,milliliter,Vodka,ml
49,Aperol Spritz,"150 ml, Prosecco",Alcohol/Cocktail,150,ml,Prosecco,ml
49,Aperol Spritz,"0.50 tsp, orange bitters",Alcohol/Cocktail,0.5,tsp,Orange Bitters,tsp
49,Aperol Spritz,"0.15 medium, Orange",Citrus/Acid,0.15,medium,Orange,medium
49,Aperol Spritz,"50 ml, Apéritif",Alcohol/Cocktail,50,ml,Apéritif,ml
49,Aperol Spritz,"177.50 ml, Soda Water",Liquids,177.5,ml,Soda Water,ml
51,Masala Papad,"40 g, Tomatoes",Vegetables,40,g,Tomatoes,g
51,Masala Papad,"1 papad, Udad Dal Papad",Legumes/Dals,1,papad,Udad Dal Papad,papad
51,Masala Papad,"25 g, Red onion",Vegetables,25,g,Red Onion,g
52,Karela fry,"250 Gram, Karela",Vegetables,250,Gram,Karela,g
52,Karela fry,"0.33 g, Coriander Cumin Powder",Spices (Powder),0.33,g,Coriander Cumin Powder,g
52,Karela fry,"0.25 tsp, Turmeric Powder",Spices (Powder),0.25,tsp,Turmeric Powder,tsp
52,Karela fry,"0.06 tsp, Asafoetida Powder - (Hing Spice)",Spices (Powder),0.06,tsp,Asafoetida Powder (Hing),tsp
52,Karela fry,"3 tsp(s), 100% Rapeseed Oil",Oils/Fats,3,tsp,Rapeseed Oil,tsp
52,Karela fry,"0.50 tsp, Cumin",Spices (Powder),0.5,tsp,Cumin,tsp
52,Karela fry,"0.75 tsp. (10 g), Amchur Powder - Dry Mango Powder",Spices (Powder),0.75,tsp ( g),Amchur Powder - Dry Mango Powder,tsp ( g)
52,Karela fry,"0.25 tsp(s), Garam Masala Spice - Powder",Spices (Powder),0.25,tsp,Garam Masala Spice - Powder,tsp
52,Karela fry,"1 tsp(s), Fennel",Other,1,tsp,Fennel,tsp
52,Karela fry,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
52,Karela fry,"0.50 tsp(s), Red",Vegetables,0.5,tsp,Red,tsp
52,Karela fry,"1 tbsp(s), Chickpea flour (besan)",Legumes/Dals,1,tbsp,Chickpea Flour (Besan),tbsp
53,Cocktail: M and M,"40 ml, Mezcal",Other,40,ml,Mezcal,ml
53,Cocktail: M and M,"40 ml, Montenegro (Generic)",Alcohol/Cocktail,40,ml,Montenegro (Generic),ml
54,Biryani,"256 g, Basmati Rice Uncooked",Grains/Flour,256,g,Basmati Rice Uncooked,g
54,Biryani,"1 tsp, Ground Cloves",Spices (Whole/Seeds),1,tsp,Ground Cloves,tsp
54,Biryani,"250 g, Natural Set Biopot Yogurt",Dairy,250,g,Natural Set Biopot Yogurt,g
54,Biryani,"300 g, Onions, raw",Vegetables,300,g,Onions,g
54,Biryani,"0.24 kg, Broccoli",Vegetables,0.24,kg,Broccoli,kg
54,Biryani,"2 TBSP, Buriyani Mix",Other,2,TBSP,Buriyani Mix,tbsp
54,Biryani,"80 g, Carrots, raw",Vegetables,80,g,Carrots,g
54,Biryani,"0.25 tsp(s), Red Chilli Powder",Spices (Powder),0.25,tsp,Red Chilli Powder,tsp
54,Biryani,"0.80 whole leaves, 2 Whole",Spices (Whole/Seeds),0.8,whole leaves,2 Whole,whole leaves
54,Biryani,"4.00 cloves, Garlic, raw",Fresh Aromatics,4, cloves,Garlic,clove
54,Biryani,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
54,Biryani,"5 g, Cinnamon",Other,5,g,Cinnamon,g
54,Biryani,"400 g (typical tomato), Tomatoes on the Vine",Vegetables,400,g (typical tomato),Tomatoes On The Vine,g (typical tomato)
54,Biryani,"200 g, White Baby Button Mushrooms",Vegetables,200,g,White Baby Button Mushrooms,g
54,Biryani,"3 tsp(s), Vegetable Oil (100% Rapeseed Oil) With Omega 3",Oils/Fats,3,tsp,Rapeseed Oil,tsp
54,Biryani,"0.50 tsp, Turmeric Powder",Spices (Powder),0.5,tsp,Turmeric Powder,tsp
54,Biryani,"20 g, Ginger",Fresh Aromatics,20,g,Fresh Ginger,g
54,Biryani,"2 cup (140g/4.9 oz drained), Green Jackfruit",Vegetables,2,cup (g/ oz drained),Green Jackfruit,cup (g/ oz drained)
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"36 grams, Feta Cheese",Dairy,36,grams,Feta Cheese,g
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"2 cup (140g), butternut squash",Oils/Fats,2,cup (g),Butternut Squash,cup (g)
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"500 gram, total 0% greek yogurt",Dairy,500,gram,Total 0% Greek Yogurt,g
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"21 g, Fresh Leaf (Mint)",Other,21,g,Fresh Leaf (Mint),g
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"533.80 gram, Gigli Pasta (Cooked)",Grains/Flour,533.8,gram,Gigli Pasta (Cooked),g
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"0.50 tsp, Pure Sea Salt - Fine Grain",Salt/Seasonings,0.5,tsp,Pure Sea Salt - Fine Grain,tsp
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"3 clove, Garlic",Fresh Aromatics,3,clove,Garlic,clove
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"50 g, Toasted Flaked Almonds",Nuts/Coconut,50,g,Toasted Flaked Almonds,g
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"170 g, Baby Spinach (500g)",Vegetables,170,g,Baby Spinach (500G),g
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"1 Tbsp, Lemon",Citrus/Acid,1,Tbsp,Lemon,tbsp
55,Almost Cheeseless Pasta Casserole Recipe - 101 Cookbooks,"42 g, Kalamata olives",Vegetables,42,g,Kalamata Olives,g
56,Cocktail: Port Old-Fashioned/Prohibition,"5 ml, Maple Syrup",Salt/Seasonings,5,ml,Maple Syrup,ml
56,Cocktail: Port Old-Fashioned/Prohibition,"20 Ml, Port",Other,20,Ml,Port,ml
56,Cocktail: Port Old-Fashioned/Prohibition,"0.50 tsp (2.5ml), Aromatic Bitters",Alcohol/Cocktail,0.5,tsp (ml),Aromatic Bitters,tsp (ml)
